Max,160.0
Avg,119.0
0,60.0
1,60.0
2,60.0
3,60.0
4,60.0
5,60.0
6,64.0
7,67.0
8,68.0
9,72.0
10,76.0
11,79.0
12,81.0
13,83.0
14,83.0
15,84.0
16,84.0
17,83.0
18,83.0
19,82.0
20,82.0
21,83.0
22,83.0
23,85.0
24,87.0
25,89.0
26,91.0
27,93.0
28,94.0
29,95.0
30,95.0
31,95.0
32,95.0
33,94.0
34,93.0
35,93.0
36,92.0
37,91.0
38,90.0
39,90.0
40,90.0
41,91.0
42,91.0
43,93.0
44,95.0
45,97.0
46,98.0
47,98.0
48,99.0
49,99.0
50,98.0
51,96.0
52,94.0
53,92.0
54,90.0
55,88.0
56,87.0
57,86.0
58,86.0
59,87.0
60,88.0
61,89.0
62,90.0
63,91.0
64,92.0
65,92.0
66,93.0
67,93.0
68,93.0
69,94.0
70,94.0
71,94.0
72,94.0
73,94.0
74,94.0
75,95.0
76,96.0
77,96.0
78,97.0
79,98.0
80,99.0
81,100.0
82,101.0
83,101.0
84,102.0
85,103.0
86,103.0
87,104.0
88,105.0
89,105.0
90,106.0
91,106.0
92,107.0
93,107.0
94,107.0
95,108.0
96,108.0
97,109.0
98,110.0
99,110.0
100,110.0
101,110.0
102,108.0
103,106.0
104,105.0
105,104.0
106,103.0
107,102.0
108,101.0
109,101.0
110,100.0
111,99.0
112,99.0
113,99.0
114,99.0
115,100.0
116,101.0
117,101.0
118,101.0
119,101.0
120,100.0
121,99.0
122,98.0
123,97.0
124,97.0
125,96.0
126,97.0
127,97.0
128,97.0
129,98.0
130,98.0
131,98.0
132,98.0
133,98.0
134,98.0
135,98.0
136,99.0
137,100.0
138,100.0
139,101.0
140,101.0
141,102.0
142,102.0
143,102.0
144,102.0
145,102.0
146,101.0
147,100.0
148,98.0
149,95.0
150,92.0
151,89.0
152,87.0
153,86.0
154,85.0
155,84.0
156,84.0
157,85.0
158,85.0
159,85.0
160,85.0
161,85.0
162,85.0
163,85.0
164,85.0
165,85.0
166,84.0
167,84.0
168,83.0
169,83.0
170,82.0
171,82.0
172,82.0
173,82.0
174,83.0
175,85.0
176,87.0
177,89.0
178,88.0
179,86.0
180,85.0
181,83.0
182,81.0
183,78.0
184,76.0
185,74.0
186,74.0
187,75.0
188,76.0
189,79.0
190,82.0
191,84.0
192,86.0
193,87.0
194,88.0
195,89.0
196,89.0
197,90.0
198,92.0
199,93.0
200,95.0
201,96.0
202,96.0
203,95.0
